Name,file,start_date,end_date,avg_return,volatility,skewness,kurtosis,mdd,sharpe,n_obs,regime_id,regime_name
GPN,GPN_data.csv,42738,43098,0.354770237575744,0.1954043172812849,0.7022927755530509,9.251612943321438,0.07969694063489019,1.815570108745609,250,2,High-Alpha
GPS,GPS_data.csv,42738,43098,0.3749504777168436,0.3145034633001416,0.251989015517866,4.69601734768438,0.2068836513280958,1.192198247302019,250,2,High-Alpha
GRMN,GRMN_data.csv,42738,43098,0.1929934347600128,0.1873121984971847,1.101196225293022,9.536610848105134,0.1008310249307479,1.030330305812483,250,2,High-Alpha
GS,GS_data.csv,42738,43098,0.0535879404526429,0.1979421725015439,-0.5013029206551561,5.615995856503472,0.1646170271659615,0.2707252313916324,250,1,Stable
GT,GT_data.csv,42738,43098,0.03556148321042917,0.2326509201789938,-0.4452004148856446,11.03119614335964,0.2120390455531455,0.1528533959077804,250,1,Stable
GWW,GWW_data.csv,42738,43098,0.007709406604964626,0.2845462220872506,-0.3758405283557992,18.6063556623732,0.3947551905794856,0.02709368814814447,250,1,Stable
HAL,HAL_data.csv,42738,43098,-0.1315009631820521,0.2573258766918802,0.2356611155965939,9.014777955624357,0.3358529462291703,-0.5110289135029752,250,1,Stable
HAS,HAS_data.csv,42738,43098,0.1311674915123129,0.271296221622822,0.6081880901382674,24.18525350376655,0.2351013367830962,0.4834844021332246,250,1,Stable
HBAN,HBAN_data.csv,42738,43098,0.08972346867754775,0.223134596111263,-0.393702922861091,6.2522449830614,0.1691678035470668,0.4021046948399179,250,1,Stable
HBI,HBI_data.csv,42738,43098,-0.0567047005193009,0.324804076360658,-3.04297785256428,26.7695275783923,0.2567199065056487,-0.1745812464999263,250,0,Downtrend
HCA,HCA_data.csv,42738,43098,0.166576948591183,0.2043106476429884,0.4669723849999524,5.383761704195545,0.1797988728036247,0.8153121264744795,250,1,Stable
HCN,HCN_data.csv,42738,43098,-0.03723988231836305,0.1480713168735002,-0.7390705621973328,4.935522410892329,0.1852948750965747,-0.2514996361528796,250,1,Stable
